STATE,REGION,COUNTY,FIPSCODE,CCBP_RATE_SOGS_PER_1000,ACS_PER_CAPITA_INCOME,ACS_PCT_PERSON_INC99
North Dakota,Midwest,Bowman County,38011,1.004212635,33784.25,7.7855
North Dakota,Midwest,Burke County,38013,0.8758886957,34025,12.87425
North Dakota,Midwest,Burleigh County,38015,0.09777725306,34356.5,8.01125
North Dakota,Midwest,Cass County,38017,0.1582656265,31556,12.394
North Dakota,Midwest,Cavalier County,38019,0.7815648515,36667.25,4.82375
North Dakota,Midwest,Dickey County,38021,0.7849563902,27092,8.7535
North Dakota,Midwest,Divide County,38023,0.4166259751,39998.5,8.25
North Dakota,Midwest,Dunn County,38025,0.2293203978,38488.75,11.458
North Dakota,Midwest,Emmons County,38029,1.248322559,28641.5,12.93775
North Dakota,Midwest,Foster County,38031,0.300172735,30785.75,10.397
North Dakota,Midwest,Golden Valley County,38033,0.9423151728,27164.5,9.96625
North Dakota,Midwest,Grand Forks County,38035,0.1357862729,28315.5,17.31625
North Dakota,Midwest,Grant County,38037,0.419205611,30958.25,14.1855
North Dakota,Midwest,Griggs County,38039,0.43856293,29557.5,7.21825
North Dakota,Midwest,Hettinger County,38041,1.140225888,28958.75,9.20625
North Dakota,Midwest,Kidder County,38043,1.019598836,32664.75,8.4315
North Dakota,Midwest,Lamoure County,38045,0.6694783645,34080.25,9.191
North Dakota,Midwest,Logan County,38047,0.5174681924,31034.25,8.5815
North Dakota,Midwest,Mchenry County,38049,0.5458941814,32139.75,12.649
North Dakota,Midwest,Mcintosh County,38051,0.741172595,28041.5,12.11675
North Dakota,Midwest,Mckenzie County,38053,0.2251150738,35687.25,13.7235
North Dakota,Midwest,Mclean County,38055,0.3131412856,32043.5,10.99825
North Dakota,Midwest,Mercer County,38057,0.3458195776,32326,7.82275
North Dakota,Midwest,Morton County,38059,0.1674330591,31752.75,8.4535
North Dakota,Midwest,Mountrail County,38061,0.5030583721,36247,12.382
North Dakota,Midwest,Nelson County,38063,1.685938041,31749.25,8.32425
North Dakota,Midwest,Pembina County,38067,0.6018899555,30233.25,7.0435
North Dakota,Midwest,Pierce County,38069,0.2316655948,25293.75,15.174
North Dakota,Midwest,Ramsey County,38071,0.2585402531,29032.25,11.41775
North Dakota,Midwest,Ransom County,38073,0.22928902,29158.5,9.096
North Dakota,Midwest,Renville County,38075,0.3901636905,31471.5,7.4345
North Dakota,Midwest,Richland County,38077,0.1839639796,28289.75,10.92825
North Dakota,Midwest,Rolette County,38079,0.3570105296,16444.25,35.01625
North Dakota,Midwest,Sargent County,38081,0.9649984691,31847,6.3695
North Dakota,Midwest,Sheridan County,38083,0.7527844198,31392,14.2195
North Dakota,Midwest,Sioux County,38085,0.2256571695,15665,37.62675
North Dakota,Midwest,Stark County,38089,0.1390514412,34400.75,7.1465
North Dakota,Midwest,Steele County,38091,1.175141483,34162.5,6.583
North Dakota,Midwest,Stutsman County,38093,0.142320281,29206.25,11.24925
North Dakota,Midwest,Traill County,38097,0.8073303228,29558.75,9.90475
North Dakota,Midwest,Walsh County,38099,0.3895705643,29703.5,10.58125
North Dakota,Midwest,Ward County,38101,0.1268326881,30432.75,8.304
North Dakota,Midwest,Wells County,38103,1.401603392,30013.75,6.8455
North Dakota,Midwest,Williams County,38105,0.1441936306,42527.5,9.17775
Ohio,Midwest,Adams County,39001,0.1250597435,18346.75,24.27625
Ohio,Midwest,Allen County,39003,0.1412173883,22850.5,17.622
Ohio,Midwest,Ashland County,39005,0.2439500203,22478.25,15.4765
Ohio,Midwest,Ashtabula County,39007,0.1618766991,20412.75,19.355
Ohio,Midwest,Athens County,39009,0.1720777344,17639.5,31.88225
Ohio,Midwest,Auglaize County,39011,0.1365787556,25693.25,8.924
Ohio,Midwest,Belmont County,39013,0.2675946433,23470.5,14.68825
Ohio,Midwest,Brown County,39015,0.1652862574,22300.75,15.0555
Ohio,Midwest,Butler County,39017,0.1213883419,27563.25,13.732
Ohio,Midwest,Carroll County,39019,0.1431816772,23235.25,15.216
Ohio,Midwest,Champaign County,39021,0.2368180354,23789.75,12.38675
Ohio,Midwest,Clark County,39023,0.1380158884,23289.5,18.45975
Ohio,Midwest,Clermont County,39025,0.1326048757,29204.25,10.476
Ohio,Midwest,Clinton County,39027,0.2031081477,22876.25,16.11425
Ohio,Midwest,Columbiana County,39029,0.1571178149,22820.25,16.062
Ohio,Midwest,Coshocton County,39031,0.1980655375,20889.75,16.27725
Ohio,Midwest,Crawford County,39033,0.1651582369,22136.5,16.24575
Ohio,Midwest,Cuyahoga County,39035,0.2310593858,28168.25,18.524
Ohio,Midwest,Darke County,39037,0.2066044092,22878.5,13.3035
Ohio,Midwest,Defiance County,39039,0.130249039,23781,13.613
Ohio,Midwest,Delaware County,39041,0.09534010051,41588.75,4.7965
Ohio,Midwest,Erie County,39043,0.155577199,27244.25,12.82075
Ohio,Midwest,Fairfield County,39045,0.09448314071,28001.5,10.81725
Ohio,Midwest,Fayette County,39047,0.2268342787,21499,18.841
Ohio,Midwest,Franklin County,39049,0.2117378362,29108,17.657
Ohio,Midwest,Fulton County,39051,0.1654763132,26080.25,11.32725
Ohio,Midwest,Gallia County,39053,0.1645035062,21081.5,19.9825
Ohio,Midwest,Geauga County,39055,0.1331343643,36105,7.58375
Ohio,Midwest,Greene County,39057,0.1048034734,30905.25,13.64775
Ohio,Midwest,Guernsey County,39059,0.3038078599,21485,19.6875
Ohio,Midwest,Hamilton County,39061,0.2090535445,30351.5,18.12225
Ohio,Midwest,Hancock County,39063,0.1455176291,27031,14.065
Ohio,Midwest,Hardin County,39065,0.1737905117,20240.75,17.8435
Ohio,Midwest,Harrison County,39067,0.2752918535,22011.25,17.92
Ohio,Midwest,Henry County,39069,0.1452190002,24861,11.92675
Ohio,Midwest,Highland County,39071,0.1799598367,20077.25,20.19025
Ohio,Midwest,Hocking County,39073,0.1487241968,21435.25,16.68225
Ohio,Midwest,Holmes County,39075,0.3253899031,18329,13.927
Ohio,Midwest,Huron County,39077,0.1751125893,22944.75,13.45125
Ohio,Midwest,Jackson County,39079,0.275551184,20233.75,23.7005
Ohio,Midwest,Jefferson County,39081,0.2403128349,22864.75,17.2335
Ohio,Midwest,Knox County,39083,0.172290706,23687.5,15.152
Ohio,Midwest,Lake County,39085,0.1751340661,29958.75,8.93925
Ohio,Midwest,Lawrence County,39087,0.1795942096,21911.75,18.0925
Ohio,Midwest,Licking County,39089,0.1263965268,27280.25,12.4105
Ohio,Midwest,Logan County,39091,0.2593311604,24520,15.3135
Ohio,Midwest,Lorain County,39093,0.1738199584,26714.5,14.39025
Ohio,Midwest,Lucas County,39095,0.1652180331,24840.25,20.9255
Ohio,Midwest,Madison County,39097,0.1202360219,24713.5,10.64275
Ohio,Midwest,Mahoning County,39099,0.1719523214,24077.5,17.87975
Ohio,Midwest,Marion County,39101,0.1827527349,20899.5,18.456
Ohio,Midwest,Medina County,39103,0.1222571341,31667.25,7.23775
Ohio,Midwest,Meigs County,39105,0.1074182754,19807.25,22.624
Ohio,Midwest,Mercer County,39107,0.1842888488,24933.25,8.751
Ohio,Midwest,Miami County,39109,0.1010192487,26147.5,12.417
Ohio,Midwest,Monroe County,39111,0.08769488734,22111.5,18.991
Ohio,Midwest,Montgomery County,39113,0.1567872088,25573.5,18.3355
Ohio,Midwest,Morgan County,39115,0.1693202453,20629.5,20.332
Ohio,Midwest,Morrow County,39117,0.1718409757,23025.75,12.45125
Ohio,Midwest,Muskingum County,39119,0.1862294676,21220.25,18.34
Ohio,Midwest,Noble County,39121,0.2407204105,20637,13.404
Ohio,Midwest,Ottawa County,39123,0.2143217728,29107,10.775
Ohio,Midwest,Paulding County,39125,0.2370009447,23572.25,12.89975
Ohio,Midwest,Perry County,39127,0.2223907142,20026.5,19.5625
Ohio,Midwest,Pickaway County,39129,0.1406100899,24473,12.70475
Ohio,Midwest,Pike County,39131,0.1154119994,20632,22.8895
Ohio,Midwest,Portage County,39133,0.1124229809,26017.25,15.67675
Ohio,Midwest,Preble County,39135,0.1267604145,23749,12.978
Ohio,Midwest,Putnam County,39137,0.1320040208,26294.25,6.79725
Ohio,Midwest,Richland County,39139,0.1846977829,22194.5,16.395
Ohio,Midwest,Ross County,39141,0.1459442995,21592.25,19.31325
Ohio,Midwest,Sandusky County,39143,0.2011208657,23571,14.11075
Ohio,Midwest,Scioto County,39145,0.1520784312,19994.75,24.2785
Ohio,Midwest,Seneca County,39147,0.1885641722,22886.75,16.24175
Ohio,Midwest,Shelby County,39149,0.1377370668,25925.5,10.66075
Ohio,Midwest,Stark County,39151,0.1667939492,25315.75,14.69
Ohio,Midwest,Summit County,39153,0.1596550587,28709,14.77375
Ohio,Midwest,Trumbull County,39155,0.2205111891,23415.25,17.3505
Ohio,Midwest,Tuscarawas County,39157,0.188908826,23017.5,14.094
Ohio,Midwest,Union County,39159,0.08769499882,29120,8.0755
Ohio,Midwest,Van Wert County,39161,0.1325402671,24053.5,12.7395
Ohio,Midwest,Vinton County,39163,0.07517101406,18101,20.643
Ohio,Midwest,Warren County,39165,0.1325212638,34230.25,5.74725
Ohio,Midwest,Washington County,39167,0.208869766,24226,15.98975
Ohio,Midwest,Wayne County,39169,0.2412953655,23554.5,12.93025
Ohio,Midwest,Williams County,39171,0.1749849763,21938.5,14.37625
Ohio,Midwest,Wood County,39173,0.1294996598,27464,14.37725
Ohio,Midwest,Wyandot County,39175,0.3370054233,23739.5,11.3115
Oklahoma,South,Adair County,40001,0.1342177578,15768.25,27.68275
Oklahoma,South,Alfalfa County,40003,0.3400124953,26157.75,13.02325
Oklahoma,South,Atoka County,40005,0.233789867,18599.5,22.20225
Oklahoma,South,Beaver County,40007,0.1819590674,26178.75,9.57825
Oklahoma,South,Beckham County,40009,0.1720360249,25009.5,14.139
Oklahoma,South,Blaine County,40011,0.409542579,20449,15.0865
Oklahoma,South,Bryan County,40013,0.08954035101,20862.25,18.0155
Oklahoma,South,Caddo County,40015,0.1439929327,19307.5,20.74475
Oklahoma,South,Canadian County,40017,0.08767064433,28170.5,7.442
Oklahoma,South,Carter County,40019,0.2009874971,22684,15.661
Oklahoma,South,Cherokee County,40021,0.1447633736,19152.75,22.601
Oklahoma,South,Choctaw County,40023,0.06645037702,18249,27.87766667
Oklahoma,South,Cimarron County,40025,0.442935215,25437.5,18.57
Oklahoma,South,Cleveland County,40027,0.1823124971,27607.25,12.86125
Oklahoma,South,Coal County,40029,0.5709132613,21853.25,20.77575
Oklahoma,South,Comanche County,40031,0.1009344695,23146.75,17.448
Oklahoma,South,Craig County,40035,0.06836280901,19877.25,18.08925
Oklahoma,South,Creek County,40037,0.08831134119,22852.25,15.16575
Oklahoma,South,Custer County,40039,0.1529785216,23209.5,17.1515
Oklahoma,South,Delaware County,40041,0.1077183107,21647,20.71025
Oklahoma,South,Dewey County,40043,0.4058866864,25557.75,15.65225
Oklahoma,South,Ellis County,40045,0.6039013282,28167,15.3835
Oklahoma,South,Garfield County,40047,0.1872678613,24680,13.29725
Oklahoma,South,Garvin County,40049,0.2528076614,21613,18.8365
Oklahoma,South,Grady County,40051,0.1200998307,24750.25,13.203
Oklahoma,South,Grant County,40053,0.7239548315,28428.75,9.263
Oklahoma,South,Greer County,40055,0.2472761321,19376.25,14.41925
Oklahoma,South,Harmon County,40057,0.3577754045,20428,21.3585
Oklahoma,South,Harper County,40059,0.5206683036,23867.75,14.51975
Oklahoma,South,Haskell County,40061,0.1562902256,18911.25,18.952
Oklahoma,South,Hughes County,40063,0.2758476313,17667.5,20.45
Oklahoma,South,Jackson County,40065,0.0389036632,22758.25,16.594
Oklahoma,South,Jefferson County,40067,0.3576671062,19232.5,20.8765
Oklahoma,South,Johnston County,40069,0.0905503966,19934,20.60275
Oklahoma,South,Kay County,40071,0.1822124847,22876.5,18.11125
Oklahoma,South,Kingfisher County,40073,0.209669918,27577,7.71525
Oklahoma,South,Kiowa County,40075,0.3264423821,23188.75,22.32575
Oklahoma,South,Latimer County,40077,0.1634684585,22392.75,17.679
Oklahoma,South,Le Flore County,40079,0.1345580395,18637.5,22.79
Oklahoma,South,Lincoln County,40081,0.08660950557,22897.5,15.55625
Oklahoma,South,Logan County,40083,0.04448818111,26697.25,12.38575
Oklahoma,South,Love County,40085,0.1018691934,20272.5,14.41325
Oklahoma,South,Mcclain County,40087,0.0532613936,26413.5,10.6855
Oklahoma,South,Mccurtain County,40089,0.2411512247,17927.75,24.91225
Oklahoma,South,Mcintosh County,40091,0.3139572204,20261.5,20.37875
Oklahoma,South,Major County,40093,0.3868897618,27516.75,13.66375
Oklahoma,South,Marshall County,40095,0.2471824846,20536.75,16.99475
Oklahoma,South,Mayes County,40097,0.1587220762,21018.25,20.68075
Oklahoma,South,Murray County,40099,0.1448886877,23069.75,14.9665
Oklahoma,South,Muskogee County,40101,0.1869642937,20451.25,22.1015
Oklahoma,South,Noble County,40103,0.08709385693,24253,13.57675
Oklahoma,South,Nowata County,40105,0.1189304896,20251.75,17.6995
Oklahoma,South,Okfuskee County,40107,0.288012828,16847.75,26.468
Oklahoma,South,Oklahoma County,40109,0.2379386107,27283.75,18.20275
Oklahoma,South,Okmulgee County,40111,0.178730216,20246.25,20.122
Oklahoma,South,Osage County,40113,0.04747554391,22808.5,15.331
Oklahoma,South,Ottawa County,40115,0.06272502482,18328.5,22.4775
Oklahoma,South,Pawnee County,40117,0.1369057964,22058.25,14.27025
Oklahoma,South,Payne County,40119,0.06802085707,21549.5,25.82375
Oklahoma,South,Pittsburg County,40121,0.1171578952,22833.75,18.6005
Oklahoma,South,Pontotoc County,40123,0.1696157177,22118.5,18.68125
Oklahoma,South,Pottawatomie County,40125,0.04894058138,21503.75,18.39075
Oklahoma,South,Pushmataha County,40127,0.4034590215,20414.75,24.5085
Oklahoma,South,Roger Mills County,40129,0.2678214983,26889,14.014
Oklahoma,South,Rogers County,40131,0.05843710045,27962,9.337
Oklahoma,South,Seminole County,40133,0.1972804064,18908.25,22.6165
Oklahoma,South,Sequoyah County,40135,0.2211365816,18479.75,23.723
Oklahoma,South,Stephens County,40137,0.1739402919,23865.25,15.1385
Oklahoma,South,Texas County,40139,0.1850326873,22341.25,12.86875
Oklahoma,South,Tillman County,40141,0.1312052041,19022.5,22.50825
Oklahoma,South,Tulsa County,40143,0.1384386219,28247.75,15.829
Oklahoma,South,Wagoner County,40145,0.01639094408,25451.75,11.06
Oklahoma,South,Washington County,40147,0.1155186388,27810,14.47625
Oklahoma,South,Washita County,40149,0.172499618,24637.25,15.4685
Oklahoma,South,Woods County,40151,0.3547159012,26420,15.0355
Oklahoma,South,Woodward County,40153,0.09373490892,26030.25,13.872
Oregon,West,Baker County,41001,0.3443336098,24065,16.6365
Oregon,West,Benton County,41003,0.1679808441,27711.25,22.23975
Oregon,West,Clackamas County,41005,0.1531670099,33865,9.5745
Oregon,West,Clatsop County,41007,0.376987274,26331.5,15.5255
Oregon,West,Columbia County,41009,0.155509532,26480.25,13.45925
Oregon,West,Coos County,41011,0.2753025327,23040,18.05975
Oregon,West,Crook County,41013,0.1874707122,21314.5,19.347
Oregon,West,Curry County,41015,0.3474725766,24404.5,15.5575
Oregon,West,Deschutes County,41017,0.2071598203,28728.25,14.5235
Oregon,West,Douglas County,41019,0.2473291432,22535.75,19.07675
Oregon,West,Gilliam County,41021,1.579978216,25327,10.20075
Oregon,West,Grant County,41023,0.4162016208,23301,15.8755
Oregon,West,Harney County,41025,0.2789406351,21288.75,18.46825
Oregon,West,Hood River County,41027,0.460303129,26936,13.72625
Oregon,West,Jackson County,41029,0.1722440091,24763.75,18.0175
Oregon,West,Jefferson County,41031,0.3238678278,21640.25,20.3395
Oregon,West,Josephine County,41033,0.2231809761,22419.25,19.88275
Oregon,West,Klamath County,41035,0.2663942757,22119.25,18.86175
Oregon,West,Lake County,41037,0.1281033499,21136.25,18.53225
Oregon,West,Lane County,41039,0.1738573421,24879,20.04575
Oregon,West,Lincoln County,41041,0.335984515,25010.25,17.167
Oregon,West,Linn County,41043,0.1519238797,21875.75,18.37625
Oregon,West,Malheur County,41045,0.2057277025,16763,26.51275
Oregon,West,Marion County,41047,0.1273972451,22510.25,18.307
Oregon,West,Morrow County,41049,0.1121342319,20797.25,17.253
Oregon,West,Multnomah County,41051,0.2046990677,31580.25,17.885
Oregon,West,Polk County,41053,0.1497346809,24277.75,16.31775
Oregon,West,Sherman County,41055,0.5819111472,25870.5,20.746
Oregon,West,Tillamook County,41057,0.3223013592,22745.75,16.64175
Oregon,West,Umatilla County,41059,0.1662788346,21116.25,17.29925
Oregon,West,Union County,41061,0.2720788912,23690.75,18.64525
Oregon,West,Wallowa County,41063,0.7701652091,24117.25,14.2765
Oregon,West,Wasco County,41065,0.3045717458,22617,16.4065
Oregon,West,Washington County,41067,0.155752576,32116.75,11.5105
Oregon,West,Wheeler County,41069,0.7446820181,23746.75,18.27125
Oregon,West,Yamhill County,41071,0.1920381215,24969.5,15.90575
Pennsylvania,Northeast,Adams County,42001,0.1108131457,27842.5,9.25175
Pennsylvania,Northeast,Allegheny County,42003,0.1816272461,32662.25,12.88325
Pennsylvania,Northeast,Armstrong County,42005,0.1894550231,24238,13.11625
Pennsylvania,Northeast,Beaver County,42007,0.166167557,27108.5,11.74275
Pennsylvania,Northeast,Bedford County,42009,0.2708077068,23040.25,13.53225
Pennsylvania,Northeast,Berks County,42011,0.183806593,27177.75,14.16375
Pennsylvania,Northeast,Blair County,42013,0.1461956915,23997.75,14.5475
Pennsylvania,Northeast,Bradford County,42015,0.2306147674,24982.5,13.12075
Pennsylvania,Northeast,Bucks County,42017,0.1579153428,38532.25,5.795
Pennsylvania,Northeast,Butler County,42019,0.1776690931,32120.5,8.94125
Pennsylvania,Northeast,Cambria County,42021,0.2122666665,23313.25,15.15475
Pennsylvania,Northeast,Cameron County,42023,0.2079135511,24697.5,12.91675
Pennsylvania,Northeast,Carbon County,42025,0.1640873399,25324,11.4135
Pennsylvania,Northeast,Centre County,42027,0.1093399866,26356,19.81675
Pennsylvania,Northeast,Chester County,42029,0.1397886699,42847,7.05775
Pennsylvania,Northeast,Clarion County,42031,0.2379067689,22207.5,18.5065
Pennsylvania,Northeast,Clearfield County,42033,0.2134304126,21346.75,14.81675
Pennsylvania,Northeast,Clinton County,42035,0.1457556405,21872.75,16.6445
Pennsylvania,Northeast,Columbia County,42037,0.149748083,23832.25,15.946
Pennsylvania,Northeast,Crawford County,42039,0.2704121227,22616.5,15.18725
